task	condition	emmean	se	df	lowCI	highCI	roi	atlas
Lang	critical	0.975629408604215	0.0337761167746838	Inf	0.909429436188216	1.04182938102021	69	Glasser
MD	critical	-1.29229002053561	0.0493171346874142	Inf	-1.38894982834365	-1.19563021272756	69	Glasser
Alice	baseline	0.522643631109442	0.118278019941231	Inf	0.29082297186192	0.754464290356965	70	Glasser
Lang	baseline	0.258660741867515	0.0337258105686559	Inf	0.192559367803529	0.324762115931501	70	Glasser
MD	baseline	-0.563551429132151	0.0501381240664168	Inf	-0.661820346554729	-0.465282511709573	70	Glasser
Alice	critical	0.867833945062956	0.118278019941232	Inf	0.636013285815431	1.09965460431048	70	Glasser
Lang	critical	0.728469595975162	0.0337258105686559	Inf	0.662368221911176	0.794570970039148	70	Glasser
MD	critical	-1.20612570669121	0.0501381240664168	Inf	-1.30439462411379	-1.10785678926863	70	Glasser
Alice	baseline	0.285348534402383	0.13414050522242	Inf	0.0224379752984326	0.548259093506333	71	Glasser
Lang	baseline	0.120325324982558	0.0375421581830905	Inf	0.0467440470417955	0.193906602923321	71	Glasser
MD	baseline	-0.545834727053396	0.0565545255855066	Inf	-0.656679560363738	-0.434989893743054	71	Glasser
Alice	critical	0.789561185565221	0.134140505222426	Inf	0.526650626461259	1.05247174466918	71	Glasser
Lang	critical	0.622239191838081	0.0375421581830905	Inf	0.548657913897318	0.695820469778844	71	Glasser
MD	critical	-1.19246649083293	0.0565545255855065	Inf	-1.30331132414327	-1.08162165752258	71	Glasser
Alice	baseline	0.30353750170962	0.140244629346235	Inf	0.0286630791658308	0.578411924253409	72	Glasser
Lang	baseline	-0.106781029140914	0.0401258157710036	Inf	-0.185426182902371	-0.028135875379458	72	Glasser
MD	baseline	-0.452323469372515	0.0595015059279105	Inf	-0.568944278017116	-0.335702660727914	72	Glasser
Alice	critical	0.685509141244425	0.140244629346221	Inf	0.410634718700662	0.960383563788187	72	Glasser
Lang	critical	0.20551131908604	0.0401258157710036	Inf	0.126866165324584	0.284156472847497	72	Glasser
MD	critical	-1.02366420756149	0.0595015059279104	Inf	-1.14028501620609	-0.90704339891689	72	Glasser
Alice	baseline	0.535662192694433	0.113640256860835	Inf	0.312931382053314	0.758393003335551	73	Glasser
Lang	baseline	0.736842987818234	0.0389691514468532	Inf	0.660464854474315	0.813221121162153	73	Glasser
MD	baseline	0.686479500794083	0.0517510265604045	Inf	0.585049352572715	0.787909649015452	73	Glasser
Alice	critical	1.22146201827595	0.113640256860836	Inf	0.998731207634827	1.44419282891707	73	Glasser
Lang	critical	1.60521688229415	0.0389691514468531	Inf	1.52883874895023	1.68159501563806	73	Glasser
MD	critical	1.05542253819565	0.0517510265604045	Inf	0.953992389974282	1.15685268641702	73	Glasser
Alice	baseline	0.760467930258731	0.114572775144734	Inf	0.535909417366246	0.985026443151216	74	Glasser
Lang	baseline	0.564631281063267	0.0373268404096473	Inf	0.491472018203684	0.63779054392285	74	Glasser
MD	baseline	0.11154370423806	0.0509977107897807	Inf	0.0115900277961005	0.21149738068002	74	Glasser
Alice	critical	1.96074817444483	0.114572775144728	Inf	1.73618966155236	2.18530668733731	74	Glasser
Lang	critical	1.85857405301794	0.0373268404096473	Inf	1.78541479015836	1.93173331587752	74	Glasser
MD	critical	0.180305944395536	0.0509977107897805	Inf	0.0803522679535768	0.280259620837496	74	Glasser
Alice	baseline	0.712840519350653	0.0951335204384358	Inf	0.526382245568814	0.899298793132492	75	Glasser
Lang	baseline	0.398146883816054	0.0293795708267706	Inf	0.34056398311434	0.455729784517768	75	Glasser
MD	baseline	-0.363850504001382	0.04144207435852	Inf	-0.445075477188713	-0.282625530814052	75	Glasser
Alice	critical	1.80537417051336	0.0951335204384337	Inf	1.61891589673152	1.99183244429519	75	Glasser
Lang	critical	1.51839551341946	0.0293795708267708	Inf	1.46081261271775	1.57597841412118	75	Glasser
MD	critical	-0.555173744158861	0.04144207435852	Inf	-0.636398717346191	-0.473948770971531	75	Glasser
Alice	baseline	0.736115894766948	0.102142635407171	Inf	0.535920008082887	0.936311781451009	76	Glasser
Lang	baseline	0.445491185432388	0.0300599828945857	Inf	0.38657470158311	0.504407669281666	76	Glasser
MD	baseline	-0.335420585866629	0.0437355419201511	Inf	-0.421140672874467	-0.249700498858791	76	Glasser
Alice	critical	1.67406823197625	0.102142635407172	Inf	1.47387234529218	1.87426411866031	76	Glasser
Lang	critical	1.36189215002162	0.0300599828945854	Inf	1.30297566617234	1.4208086338709	76	Glasser
MD	critical	-0.56043299137844	0.043735541920151	Inf	-0.646153078386277	-0.474712904370602	76	Glasser
Alice	baseline	0.416627756504672	0.0839033057357615	Inf	0.252180299078727	0.581075213930618	77	Glasser
Lang	baseline	0.337390292408737	0.0245282356693864	Inf	0.289315833892429	0.385464750925045	77	Glasser
MD	baseline	0.0386400577343874	0.0358665094639116	Inf	-0.0316570090660443	0.108937124534819	77	Glasser
Alice	critical	0.376955256504674	0.0839033057357618	Inf	0.212507799078728	0.541402713930621	77	Glasser
Lang	critical	0.444713984880327	0.0245282356693864	Inf	0.396639526364019	0.492788443396635	77	Glasser
MD	critical	0.0303399768665383	0.0358665094639116	Inf	-0.0399570899338935	0.10063704366697	77	Glasser
Alice	baseline	0.407822239270236	0.105045823237342	Inf	0.201936208998686	0.613708269541787	78	Glasser
Lang	baseline	0.642479049320022	0.0363270955756517	Inf	0.5712792503288	0.713678848311244	78	Glasser
MD	baseline	0.584176894067906	0.0480266421531636	Inf	0.490046405149313	0.6783073829865	78	Glasser
Alice	critical	1.06849233229344	0.105045823237344	Inf	0.862606302021883	1.27437836256499	78	Glasser
Lang	critical	1.16826541688376	0.0363270955756517	Inf	1.09706561789254	1.23946521587498	78	Glasser
MD	critical	0.720173655878925	0.0480266421531635	Inf	0.626043166960331	0.814304144797518	78	Glasser
Alice	baseline	0.916360628483486	0.114247512368515	Inf	0.692439618917903	1.14028163804907	79	Glasser
Lang	baseline	0.807358285856147	0.0376776095001594	Inf	0.73351152821227	0.881205043500023	79	Glasser
MD	baseline	0.511300316171515	0.0511205824717895	Inf	0.411105815658098	0.611494816684931	79	Glasser
Alice	critical	2.01401074476252	0.114247512368509	Inf	1.79008973519695	2.23793175432809	79	Glasser
Lang	critical	1.77396568599779	0.0376776095001593	Inf	1.70011892835392	1.84781244364167	79	Glasser
MD	critical	0.781909324045536	0.0511205824717896	Inf	0.681714823532119	0.882103824558953	79	Glasser
Alice	baseline	0.301223559686359	0.0956143474024698	Inf	0.113822882372217	0.4886242370005	80	Glasser
Lang	baseline	0.809061827414595	0.0349415135876091	Inf	0.740577719217564	0.877545935611626	80	Glasser
MD	baseline	0.940371893545703	0.0449170271331896	Inf	0.852336138072043	1.02840764901936	80	Glasser
Alice	critical	0.673770652709589	0.0956143474024746	Inf	0.486369975395438	0.86117133002374	80	Glasser
Lang	critical	1.21231129837777	0.034941513587609	Inf	1.14382719018073	1.2807954065748	80	Glasser
MD	critical	1.32295946834885	0.0449170271331895	Inf	1.23492371287519	1.41099522382251	80	Glasser
Alice	baseline	0.943337251153556	0.123061396994575	Inf	0.702141345157004	1.18453315715011	81	Glasser
Lang	baseline	0.589741268244854	0.0389997790674328	Inf	0.513303105867666	0.666179430622041	81	Glasser
MD	baseline	0.101402103577077	0.0541530063730547	Inf	-0.00473583856867782	0.207540045722833	81	Glasser
Alice	critical	2.04615976278129	0.123061396994563	Inf	1.80496385678476	2.28735566877782	81	Glasser
Lang	critical	1.71564974062447	0.0389997790674327	Inf	1.63921157824728	1.79208790300166	81	Glasser
MD	critical	0.217197444128267	0.0541530063730547	Inf	0.111059501982512	0.323335386274023	81	Glasser
Alice	baseline	0.406473221117114	0.105608403381342	Inf	0.199484554024905	0.613461888209323	82	Glasser
Lang	baseline	0.308166581203634	0.0309327719533746	Inf	0.247539462233029	0.368793700174239	82	Glasser
MD	baseline	-0.351329800136146	0.0451483609528597	Inf	-0.439818961564766	-0.262840638707526	82	Glasser
Alice	critical	1.18838812809384	0.10560840338134	Inf	0.981399461001639	1.39537679518605	82	Glasser
Lang	critical	1.05456701392318	0.0309327719533746	Inf	0.993939894952576	1.11519413289379	82	Glasser
MD	critical	-0.50805334738024	0.0451483609528597	Inf	-0.596542508808859	-0.41956418595162	82	Glasser
Alice	baseline	0.507899506030747	0.114728541487867	Inf	0.283035696715719	0.732763315345775	83	Glasser
Lang	baseline	0.411232264810732	0.0367647281703948	Inf	0.339174721695353	0.483289807926111	83	Glasser
MD	baseline	0.422349648831671	0.0507147798996797	Inf	0.322950506744423	0.521748790918919	83	Glasser
Alice	critical	0.923739413007347	0.114728541487867	Inf	0.698875603692319	1.14860322232238	83	Glasser
Lang	critical	0.869249720901388	0.036764728170395	Inf	0.797192177786009	0.941307264016768	83	Glasser
MD	critical	0.865635881115135	0.0507147798996799	Inf	0.766236739027887	0.965035023202383	83	Glasser
Alice	baseline	-0.290539576283269	0.0912972438602962	Inf	-0.46947888613722	-0.111600266429318	84	Glasser
Lang	baseline	0.0489629193417495	0.029449742410402	Inf	-0.00875751513662028	0.106683353820119	84	Glasser
MD	baseline	0.277135295293961	0.0404676604497197	Inf	0.197820138273914	0.356450452314007	84	Glasser
Alice	critical	-0.468214146050776	0.0912972438603063	Inf	-0.647153455904747	-0.289274836196805	84	Glasser
Lang	critical	0.0832883931377863	0.029449742410402	Inf	0.0255679586594166	0.141008827616156	84	Glasser
MD	critical	0.455429462616799	0.0404676604497196	Inf	0.376114305596752	0.534744619636845	84	Glasser
Alice	baseline	0.0999860527097479	0.106706670675385	Inf	-0.109155178724183	0.309127284143679	85	Glasser
Lang	baseline	0.217185631904621	0.0323698673750894	Inf	0.153741857665107	0.280629406144134	85	Glasser
MD	baseline	0.346542992160387	0.0461757900292365	Inf	0.2560401067454	0.437045877575375	85	Glasser
Alice	critical	-0.249589168220473	0.106706670675376	Inf	-0.458730399654385	-0.0404479367865602	85	Glasser
Lang	critical	0.08062801150802	0.0323698673750894	Inf	0.0171842372685066	0.144071785747533	85	Glasser
MD	critical	0.852087643735189	0.0461757900292366	Inf	0.761584758320202	0.942590529150177	85	Glasser
Alice	baseline	-0.177973293415506	0.0915957409347807	Inf	-0.357497646784938	0.00155105995392485	86	Glasser
Lang	baseline	0.142149733346807	0.0286241485924698	Inf	0.0860474330174435	0.198252033676171	86	Glasser
MD	baseline	0.192936068595571	0.04008340626735	Inf	0.114374035933878	0.271498101257264	86	Glasser
Alice	critical	-0.370799270159699	0.0915957409347864	Inf	-0.550323623529141	-0.191274916790257	86	Glasser
Lang	critical	0.116453292128678	0.0286241485924699	Inf	0.0603509917993141	0.172555592458042	86	Glasser
MD	critical	0.466358541036517	0.0400834062673499	Inf	0.387796508374824	0.54492057369821	86	Glasser
Alice	baseline	0.111739586695656	0.141515231267108	Inf	-0.165625169851731	0.389104343243044	87	Glasser
Lang	baseline	0.0879146401099358	0.0404928791304176	Inf	0.00855005538398364	0.167279224835888	87	Glasser
MD	baseline	-0.381255195602597	0.0600519570653106	Inf	-0.498954868651752	-0.263555522553443	87	Glasser
Alice	critical	0.69100579599799	0.141515231267113	Inf	0.413641039450592	0.968370552545387	87	Glasser
Lang	critical	0.590835732886136	0.0404928791304178	Inf	0.511471148160184	0.670200317612089	87	Glasser
MD	critical	-0.828429333397873	0.0600519570653107	Inf	-0.946129006447028	-0.710729660348719	87	Glasser
Alice	baseline	0.303330434718082	0.0762256496782122	Inf	0.153930906650619	0.452729962785545	88	Glasser
Lang	baseline	0.137927094587619	0.022826769081668	Inf	0.0931874493041371	0.182666739871101	88	Glasser
MD	baseline	-0.203322732874406	0.0328453731242773	Inf	-0.267698481256769	-0.138946984492042	88	Glasser
Alice	critical	0.672220074252964	0.0762256496782135	Inf	0.522820546185499	0.82161960232043	88	Glasser
Lang	critical	0.438036761728445	0.0228267690816681	Inf	0.393297116444963	0.482776407011927	88	Glasser
MD	critical	-0.530592111572632	0.0328453731242774	Inf	-0.594967859954995	-0.466216363190268	88	Glasser
Alice	baseline	0.144216624695579	0.12062494332235	Inf	-0.0922039198534122	0.38063716924457	89	Glasser
Lang	baseline	0.208865259203332	0.0371964587222927	Inf	0.135961539755207	0.281768978651456	89	Glasser
MD	baseline	0.238354020820468	0.0525429048912491	Inf	0.135371819590507	0.34133622205043	89	Glasser
Alice	critical	-0.261399724141646	0.120624943322362	Inf	-0.49782026869066	-0.0249791795926319	89	Glasser
Lang	critical	-0.0056965440637122	0.0371964587222927	Inf	-0.0786002635118367	0.0672071753844123	89	Glasser
MD	critical	0.512656433049265	0.052542904891249	Inf	0.409674231819304	0.615638634279227	89	Glasser
Alice	baseline	0.119784855127434	0.0845629355894045	Inf	-0.0459554530547793	0.285525163309647	90	Glasser
Lang	baseline	0.137123746286456	0.0252184181372735	Inf	0.0876965549903279	0.186550937582583	90	Glasser
MD	baseline	0.177633807009054	0.03641076878711	Inf	0.106270011536903	0.248997602481205	90	Glasser
Alice	critical	0.0549688551274313	0.0845629355893965	Inf	-0.110771453054766	0.220709163309629	90	Glasser
Lang	critical	0.108850651557111	0.0252184181372734	Inf	0.059423460260983	0.158277842853238	90	Glasser
MD	critical	0.224150305032769	0.03641076878711	Inf	0.152786509560618	0.29551410050492	90	Glasser
Alice	baseline	0.130796592832054	0.0659220628287386	Inf	0.00159172390113993	0.260001461762968	91	Glasser
Lang	baseline	0.163886642672438	0.0196660879611984	Inf	0.125341818551693	0.202431466793184	91	Glasser
MD	baseline	0.143159944701267	0.0283679048078837	Inf	0.0875598729609539	0.198760016441579	91	Glasser
Alice	critical	0.0344847556227524	0.0659220628287392	Inf	-0.0947201133081632	0.163689624553668	91	Glasser
Lang	critical	0.0857975224732918	0.0196660879611984	Inf	0.0472526983525462	0.124342346594037	91	Glasser
MD	critical	0.261352605450774	0.0283679048078838	Inf	0.205752533710461	0.316952677191086	91	Glasser
Alice	baseline	0.167882830344379	0.0452870353656373	Inf	0.0791218720611384	0.25664378862762	92	Glasser
Lang	baseline	0.0755816653246982	0.0134079363102141	Inf	0.0493025930496718	0.101860737599725	92	Glasser
MD	baseline	-0.0769551214231227	0.0194374875721899	Inf	-0.11505189701456	-0.0388583458316857	92	Glasser
Alice	critical	0.154824214065285	0.0452870353656333	Inf	0.0660632557820522	0.243585172348518	92	Glasser
Lang	critical	0.0704667300473161	0.013407936310214	Inf	0.0441876577722897	0.0967458023223425	92	Glasser
MD	critical	-0.120321401502017	0.0194374875721899	Inf	-0.158418177093454	-0.0822246259105801	92	Glasser
Alice	baseline	0.0948097768864144	0.0330388955098248	Inf	0.0300547315981757	0.159564822174653	93	Glasser
Lang	baseline	0.0169453986565326	0.0104399936129082	Inf	-0.00351661282359566	0.0374074101366608	93	Glasser
MD	baseline	-0.0527803455797218	0.0145260247056472	Inf	-0.0812508308413293	-0.0243098603181143	93	Glasser
Alice	critical	0.158841358281783	0.0330388955098274	Inf	0.0940863129935391	0.223596403570027	93	Glasser
Lang	critical	0.0566689498656358	0.0104399936129081	Inf	0.0362069383855076	0.0771309613457639	93	Glasser
MD	critical	-0.125498404751321	0.0145260247056471	Inf	-0.153968890012928	-0.0970279194897138	93	Glasser
Alice	baseline	0.436506010046453	0.0711292820433705	Inf	0.297095178995255	0.575916841097651	94	Glasser
Lang	baseline	0.239027834811936	0.0216230549413319	Inf	0.196647425891194	0.281408243732677	94	Glasser
MD	baseline	-0.125414288647794	0.0308249166584342	Inf	-0.185830015124774	-0.0649985621708146	94	Glasser
Alice	critical	0.783374207720901	0.0711292820433716	Inf	0.643963376669701	0.922785038772101	94	Glasser
Lang	critical	0.555220432684275	0.021623054941332	Inf	0.512840023763533	0.597600841605016	94	Glasser
MD	critical	-0.31008937937758	0.0308249166584342	Inf	-0.37050510585456	-0.2496736529006	94	Glasser
Alice	baseline	-0.065565987798458	0.0802483371169309	Inf	-0.222849838366871	0.0917178627699554	95	Glasser
Lang	baseline	0.346464006527121	0.0271294940644186	Inf	0.293291175242067	0.399636837812174	95	Glasser
MD	baseline	1.06959686191152	0.0363059617289301	Inf	0.998438484498723	1.14075523932431	95	Glasser
Alice	critical	-0.142739336635785	0.0802483371169348	Inf	-0.300023187204206	0.0145445139326362	95	Glasser
Lang	critical	0.350367814600779	0.0271294940644187	Inf	0.297194983315725	0.403540645885832	95	Glasser
MD	critical	1.5024847004942	0.0363059617289302	Inf	1.4313263230814	1.57364307790699	95	Glasser
Alice	baseline	-0.0810057247515619	0.071005842759098	Inf	-0.220174619251308	0.0581631697481844	96	Glasser
Lang	baseline	0.241096662360204	0.0249049635374672	Inf	0.192283830790485	0.289909493929923	96	Glasser
MD	baseline	1.130964921242	0.0326833163674264	Inf	1.06690679826651	1.19502304421748	96	Glasser
Alice	critical	-0.0101249689374772	0.0710058427590968	Inf	-0.149293863437221	0.129043925562267	96	Glasser
Lang	critical	0.37265525867748	0.024904963537467	Inf	0.323842427107762	0.421468090247199	96	Glasser
MD	critical	1.43553871651758	0.0326833163674263	Inf	1.3714805935421	1.49959683949307	96	Glasser
Alice	baseline	0.265172030902653	0.135368195452154	Inf	-0.000144756835747661	0.530488818641055	97	Glasser
Lang	baseline	0.668697631671447	0.0484679643536025	Inf	0.573702167134415	0.763693096208479	97	Glasser
MD	baseline	1.54754236531342	0.0629402372251307	Inf	1.42418176717376	1.67090296345308	97	Glasser
Alice	critical	0.857231379740081	0.135368195452154	Inf	0.59191459200168	1.12254816747848	97	Glasser
Lang	critical	1.26686243620402	0.0484679643536023	Inf	1.17186697166699	1.36185790074105	97	Glasser
MD	critical	2.04649763893546	0.0629402372251305	Inf	1.92313704079579	2.16985823707512	97	Glasser
Alice	baseline	0.0685866883668853	0.108454402580701	Inf	-0.143980034656097	0.281153411389868	98	Glasser
Lang	baseline	0.110091162643987	0.0316823636684984	Inf	0.0479948709086295	0.172187454379344	98	Glasser
MD	baseline	-0.403431757310992	0.046324786901998	Inf	-0.494226671230401	-0.312636843391584	98	Glasser
Alice	critical	0.0984774209250145	0.108454402580698	Inf	-0.114089302097961	0.31104414394799	98	Glasser
Lang	critical	0.0780865011709003	0.0316823636684984	Inf	0.0159902094355432	0.140182792906257	98	Glasser
MD	critical	-0.641263249436978	0.0463247869019979	Inf	-0.732058163356387	-0.550468335517569	98	Glasser
Alice	baseline	0.505795267682689	0.0727784222706862	Inf	0.363152181180497	0.648438354184882	99	Glasser
Lang	baseline	0.0361095176499098	0.0245624867023257	Inf	-0.0120320716573926	0.0842511069572121	99	Glasser
MD	baseline	-0.101737317565284	0.0329010978369045	Inf	-0.166222284377446	-0.0372523507531226	99	Glasser
Alice	critical	0.653624942101223	0.072778422270681	Inf	0.51098185559904	0.796268028603406	99	Glasser
Lang	critical	0.133403114675408	0.0245624867023256	Inf	0.0852615253681061	0.181544703982711	99	Glasser
MD	critical	-0.311130969140082	0.0329010978369045	Inf	-0.375615935952243	-0.24664600232792	99	Glasser
Alice	baseline	0.606833895549626	0.0715127578995087	Inf	0.466671465631457	0.746996325467796	100	Glasser
Lang	baseline	0.100785076945837	0.0237927244793588	Inf	0.0541521938722095	0.147417960019465	100	Glasser
MD	baseline	-0.0946066064904824	0.0321225901356943	Inf	-0.157565726246585	-0.0316474867343799	100	Glasser
Alice	critical	0.837680942061436	0.0715127578995197	Inf	0.697518512143245	0.977843371979626	100	Glasser
Lang	critical	0.198180747625715	0.0237927244793587	Inf	0.151547864552087	0.244813630699343	100	Glasser
MD	critical	-0.278493100584977	0.0321225901356943	Inf	-0.341452220341079	-0.215533980828874	100	Glasser
Alice	baseline	0.323001481276245	0.0533144671470065	Inf	0.218507045813168	0.427495916739322	101	Glasser
Lang	baseline	0.152588479034093	0.0179984503950334	Inf	0.117312164482297	0.187864793585889	101	Glasser
MD	baseline	0.0267710439400353	0.0241050147837699	Inf	-0.0204739168829593	0.0740160047630299	101	Glasser
Alice	critical	0.417219481276249	0.0533144671470063	Inf	0.312725045813173	0.521713916739326	101	Glasser
Lang	critical	0.219215340223893	0.0179984503950334	Inf	0.183939025672097	0.25449165477569	101	Glasser
MD	critical	-0.126187184406421	0.02410501478377	Inf	-0.173432145229416	-0.0789422235834267	101	Glasser
Alice	baseline	0.339846153240684	0.0401849436252279	Inf	0.261085111014465	0.418607195466904	102	Glasser
Lang	baseline	0.023167785825547	0.0128612238467749	Inf	-0.00203974971123958	0.0483753213623335	102	Glasser
MD	baseline	-0.149922759705608	0.0177543155065997	Inf	-0.184720578668704	-0.115124940742511	102	Glasser
Alice	critical	0.453458885798753	0.0401849436252242	Inf	0.374697843572542	0.532219928024965	102	Glasser
Lang	critical	0.0570476264771079	0.012861223846775	Inf	0.0318400909403212	0.0822551620138947	102	Glasser
MD	critical	-0.297680903406391	0.0177543155065997	Inf	-0.332478722369488	-0.262883084443295	102	Glasser
Alice	baseline	1.15200207148093	0.0433587820207011	Inf	1.06702042030683	1.23698372265503	103	Glasser
Lang	baseline	-0.11207074421149	0.0137375176918438	Inf	-0.138995784124485	-0.085145704298494	103	Glasser
MD	baseline	-0.196979437239618	0.0190780465182132	Inf	-0.234371721310695	-0.15958715316854	103	Glasser
Alice	critical	1.3854956645044	0.0433587820207053	Inf	1.30051401333029	1.4704773156785	103	Glasser
Lang	critical	-0.0920652541265125	0.0137375176918438	Inf	-0.118990294039508	-0.0651402142135167	103	Glasser
MD	critical	-0.290930069129395	0.0190780465182131	Inf	-0.328322353200473	-0.253537785058318	103	Glasser
Alice	baseline	0.962157590271872	0.0729238984838722	Inf	0.819229375631227	1.10508580491252	104	Glasser
Lang	baseline	0.410985018165536	0.0276954090917902	Inf	0.356703013808524	0.465267022522548	104	Glasser
MD	baseline	0.0190862526768187	0.0349559604275582	Inf	-0.0494261708062027	0.0875986761598402	104	Glasser
Alice	critical	1.4058312414348	0.072923898483876	Inf	1.26290302679415	1.54875945607545	104	Glasser
Lang	critical	0.76132482411454	0.0276954090917902	Inf	0.707042819757528	0.815606828471552	104	Glasser
MD	critical	-0.117340554409805	0.034955960427558	Inf	-0.185852977892826	-0.0488281309267842	104	Glasser
Alice	baseline	0.736510519046244	0.0846966310156321	Inf	0.570508172643727	0.902512865448761	105	Glasser
Lang	baseline	0.321043164896041	0.0313656031244393	Inf	0.259567712418763	0.382518617373319	105	Glasser
MD	baseline	0.00864669388752481	0.0400616595781702	Inf	-0.0698727160465928	0.0871661038216424	105	Glasser
Alice	critical	1.19450273997652	0.0846966310156306	Inf	1.028500393574	1.36050508637903	105	Glasser
Lang	critical	0.752998895774225	0.0313656031244392	Inf	0.691523443296947	0.814474348251503	105	Glasser
MD	critical	-0.163846613199086	0.0400616595781702	Inf	-0.242366023133204	-0.0853272032649685	105	Glasser
Alice	baseline	0.344131423941897	0.056561704665496	Inf	0.233272519893333	0.45499032799046	106	Glasser
Lang	baseline	0.00910392224118306	0.0172355277420614	Inf	-0.0246770913877982	0.0428849358701643	106	Glasser
MD	baseline	-0.0734474186373696	0.0245165330172371	Inf	-0.121498940376941	-0.0253958968977978	106	Glasser
Alice	critical	0.358836086732603	0.0565617046654961	Inf	0.24797718268404	0.469694990781167	106	Glasser
Lang	critical	0.0123023478785767	0.0172355277420615	Inf	-0.0214786657504047	0.0460833615075582	106	Glasser
MD	critical	-0.207022513125559	0.0245165330172372	Inf	-0.255074034865131	-0.158970991385987	106	Glasser
Alice	baseline	1.16086915326904	0.08286149292148	Inf	0.998463611437718	1.32327469510036	107	Glasser
Lang	baseline	0.327975984697484	0.0256915629575805	Inf	0.277621446594082	0.378330522800885	107	Glasser
MD	baseline	-0.0636566470307132	0.036150911040025	Inf	-0.134511130677474	0.00719783661604728	107	Glasser
Alice	critical	2.31832664164116	0.0828614929214786	Inf	2.15592109980984	2.48073218347248	107	Glasser
Lang	critical	1.03051000594394	0.0256915629575806	Inf	0.980155467840543	1.08086454404735	107	Glasser
MD	critical	-0.211399001361422	0.036150911040025	Inf	-0.282253485008182	-0.140544517714661	107	Glasser
Alice	baseline	0.269126391865699	0.0794076366579562	Inf	0.113490283918663	0.424762499812736	108	Glasser
Lang	baseline	0.356838136570676	0.0253203003526359	Inf	0.307211259801773	0.406465013339579	108	Glasser
MD	baseline	0.206804972226261	0.0350302320800384	Inf	0.138146978979307	0.275462965473216	108	Glasser
Alice	critical	0.721484043028575	0.0794076366579648	Inf	0.565847935081521	0.877120150975628	108	Glasser
Lang	critical	0.772859435437529	0.0253203003526358	Inf	0.723232558668626	0.822486312206432	108	Glasser
MD	critical	0.278149671045155	0.0350302320800382	Inf	0.2094916777982	0.346807664292109	108	Glasser
Alice	baseline	0.171978469071679	0.0634091999642504	Inf	0.0476987208532502	0.296258217290109	109	Glasser
Lang	baseline	0.326815728200851	0.019725740821286	Inf	0.288153986622759	0.365477469778944	109	Glasser
MD	baseline	0.329944497853507	0.0276996444739131	Inf	0.275654192300073	0.38423480340694	109	Glasser
Alice	critical	0.254083364420484	0.0634091999642505	Inf	0.129803616202055	0.378363112638914	109	Glasser
Lang	critical	0.44878315879575	0.019725740821286	Inf	0.410121417217658	0.487444900373843	109	Glasser
MD	critical	0.530713899428307	0.0276996444739131	Inf	0.476423593874873	0.58500420498174	109	Glasser
Alice	baseline	0.321677010523313	0.062902305289672	Inf	0.198390757611013	0.444963263435614	110	Glasser
Lang	baseline	0.0132104729903719	0.0178753055609099	Inf	-0.02182448212166	0.0482454281024039	110	Glasser
MD	baseline	-0.183298630612835	0.0266372875133691	Inf	-0.235506754784877	-0.131090506440793	110	Glasser
Alice	critical	0.535792777965239	0.0629023052896773	Inf	0.412506525052928	0.65907903087755	110	Glasser
Lang	critical	0.0640335827637401	0.0178753055609099	Inf	0.0289986276517082	0.099068537875772	110	Glasser
MD	critical	-0.354798270376618	0.026637287513369	Inf	-0.407006394548659	-0.302590146204576	110	Glasser
Alice	baseline	0.207187268892501	0.0724303111492985	Inf	0.0652264676508457	0.349148070134155	111	Glasser
Lang	baseline	0.440268416026065	0.0224445808799365	Inf	0.396277845853293	0.484258986198837	111	Glasser
MD	baseline	0.505795368923927	0.0315931086100398	Inf	0.443874013888586	0.567716723959267	111	Glasser
Alice	critical	0.372107431683197	0.0724303111492972	Inf	0.230146630441545	0.514068232924849	111	Glasser
Lang	critical	0.68669387636601	0.0224445808799364	Inf	0.642703306193238	0.730684446538781	111	Glasser
MD	critical	0.903420622860935	0.0315931086100398	Inf	0.841499267825594	0.965341977896275	111	Glasser
Alice	baseline	0.370798075935635	0.0770808395258798	Inf	0.219722406566799	0.521873745304471	112	Glasser
Lang	baseline	0.245386297547102	0.0237876104300616	Inf	0.198763437825912	0.292009157268292	112	Glasser
MD	baseline	0.0456601065554967	0.0335689426540713	Inf	-0.0201338120455734	0.111454025156567	112	Glasser
Alice	critical	0.421864006168209	0.0770808395258808	Inf	0.270788336799371	0.572939675537047	112	Glasser
Lang	critical	0.385007106328974	0.0237876104300617	Inf	0.338384246607783	0.431629966050164	112	Glasser
MD	critical	0.227325641988569	0.0335689426540713	Inf	0.161531723387499	0.293119560589639	112	Glasser
Alice	baseline	0.422636725351142	0.081251251920237	Inf	0.263387197888687	0.581886252813598	113	Glasser
Lang	baseline	0.190681627826166	0.0278060701749321	Inf	0.136182731731706	0.245180523920626	113	Glasser
MD	baseline	0.0291718927242146	0.0369664924948092	Inf	-0.0432811012003817	0.101624886648811	113	Glasser
Alice	critical	0.631840295118597	0.0812512519202345	Inf	0.472590767656146	0.791089822581047	113	Glasser
Lang	critical	0.315033785049965	0.0278060701749322	Inf	0.260534888955505	0.369532681144426	113	Glasser
MD	critical	-0.158863245071061	0.0369664924948092	Inf	-0.231316238995658	-0.0864102511464649	113	Glasser
Alice	baseline	-0.0116722811295397	0.0378835959801257	Inf	-0.0859227648554524	0.062578202596373	114	Glasser
Lang	baseline	0.0476266928932887	0.0126447580538644	Inf	0.0228434225144916	0.0724099632720858	114	Glasser
